程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
63,Roving Bandit Head Wanted,A notification is pasted showing the Head of the Roving Bandits is wanted.  I hope you can go to kill him.,The villagers became excited and indignant after listening to what you had said. They did their best to fight against the Roving Bandits. The Roving Bandits are not united any more.  But their Head really have good gest. Our villagers aren't sure if we can conquer them. I hope you can capture him for me and make the village become peaceful again.,The Roving Bandit Head is a atrocious monster. You should be very careful. You can ask someone to go with you.,It is heard that you accept the notification that capture the Roving Bandit Head.  Did you kill him?,Ha ha... the Head is killed. The peace comes back to our village again. Great!,How couldn't you finish such a easy task?
64,Hunting,"Undertake the quest from Planted Agent in the Mounted Brigands, to kill the war wolves raised by the Mounted Brigand.",The Mounted Brigands like raising some war wolves to capture their enemies. The wolves are very brutal. They will rush at a person and eat him as soon as they see him. You must perish those war wolves before you get close to their camp. It's very dangerous. You must have a clean consideration.,Don't let the war wolves see you at first.,You can sneak attack them from their back. That will be safer.,You are so strong that those war wolves can't fight with you.,How couldn't you finish such a easy task?
65,Mounted Brigand in Desert,The Mounted Brigands are very strong. You'd better eradicate them step by step. Perish the Mounted Brigands outside the camp at first.,The Mounted Brigands have powerful force. And they act as rapidly as wolves. So they can only be perished step by step. You can first kill the Mounted Brigands who are wandering outside.,The Mounted Brigands are not ordinary people. Don't look down upon them.,Be aware of them please. They are always open-eyed. You can't be seen by them.,"So dangerous! I really worried about you when you fought with the Mounted Brigand... fortunately, you finally come back safely.",How couldn't you finish such a easy task?
66,Mounted Brigand Picked Troops ,The Mounted Brigand's main force is resident in their camp. It is time to beat them to death.,The camp is used to provide foods to the Mounted Brigands who go to a far place. They there are not open-eyed and they are relaxed. But you shouldn't treat them lightly.,The Mounted Brigands won't have long life any more. Kill them.,Be aware of being attacked by the Mounted Brigands behind you.,Those Mounted Brigands are not your opponent. Please go to have a rest. You must be very tired after these actions.,How couldn't you finish such a easy task?
67,Hunting the Brigand Head,"The Head of the Mounted Brigands is ashamed into anger, and plan to come back again. The Mounted Brigands group will be collapsed totally if the Head is beaten down.","The villagers heard that the Mounted Brigands were attacked by a mysterious man for several times, and many of them get injured or died. Their head is very angry and swore that he would kill all the villagers to revenge for his dead brothers. The battle with them can't be avoided.",Be careful! The Head of the Mounted Brigands is up to all dodges.,You can ask someone to help you. I think this would be helpful.,We all worried that you wouldn't come back...Faugh! Why did I say those unlucky words?,How couldn't you finish such a easy task?
68,Defeated Mounted Brigands,"The remnants of the Mounted Brigands gathered together, and they are conspiring to bob up like a cork. We must exterminate them before they have any action.",The Mounted Brigands gathered together to plan to slaughter our village. Lots of villagers died outside the village. Please destroy them totally.,Revenge  for the dead villagers ,Go ahead! Revenge for the dead villagers.,"We will bury those villagers who died for the peace of our village, and thank you for doing so many things for us. Thanks very much!",How couldn't you finish such a easy task?
69,Herald with No Eyebrow,"Punish the men wearing black around the Mounted Brigands' camp, and make clear who they are.",Do you usually see some strange men wearing black clothes? I guess they have some businesses with the bandits. Is there some bigger evil force behind them? I hope you can go to have a check for me. Be aware of those men in black. They look furtive.,I think the men wearing black are not friendly. Give them a good lesson.,How is it? What do these men wearing black do?,"According to the letter ferreted out from them, they came from a evil junta named No-eyebrow Junta. Make clear of it when you have a chance.",How couldn't you finish such a easy task?
70,The Epigraph in Sand Village,"Go outside the village to find the Stele on which the history of No-eyebrow Junta is carved for the head of the village, and meet the Celestial Tao.","I heard my father talked about the No-eyebrow Junta when I was young. That is a evil junta which has long history. They have absolutely irreconcilable hatred with the prentices from justicial juntas. If you want to know something more, you can go to the hungriness outside the village to find a peculiar Stele on which there are some detailed descriptions about them.",I think the Celestial Tao is near the Stele,What does the words on the Stele say?,It seems that the No-eyebrow Junta have been recruiting prentices for many years. Now their force becomes bigger and bigger. The condition is very dangerous...,How couldn't you finish such a easy task?
71,The No-eyebrow Junta,Consigned by the Celestial Tao to revenge for his injured nephew.,"A few days ago, some of my nephews came from Wizard attacked by some barbarians when them past Sand Village. They were badly injured! I stay here specially to watch what would happen all around. As my expectation, those barbarians became very boisterous because of bewitched by some strange abilities. I don't know whether you'd like to revenge for my injured nephews.",Be aware of those people who are bewitched. They are almost mad.,Did you revenge for my nephew?,Great! Those hellions deserve being killed.,How couldn't you finish such a easy task?
72,The Confidential Lette,Help the Celestial Tao capture the confidential letter from Syren Without Eyebrow.,"It is these Syren Without Eyebrow who use blackart to puzzled those kind villagers. We must beat down the Syren in order to prevent the villagers from being puzzled. Recently, I found some Syren often come out and carry some letters. I have to find a way to get those letters to see what they are doing.","Go and come back quickly. Don't let others know. The few person know you task, the safer you will be. ",How is it? Did you get the letters?,"According to those confidential letters, the No-eyebrow Junta is calling in their following to come here. I believe they must be planning a big action. I will stay here to watch their next step.",How couldn't you finish such a easy task?
73,The Bitter Elf,Perish the Bitter Elf wandering around the relic for the Celestial Tao,"I didn't know that the No-eyebrow Junta's headquarter is at the relic full of Bitter Elf, which is under our eyes. I feel that we can't just sit here to wait for the our death. We should wipe our eyes and perish the Bitter Elf wandering around the relic","Those Bitter Elf wander here and there, you should be very patient.",You come back so soon. Are you beaten back by those Bitter Elf?,Haha! We won the first battle with the Bitter Elf!,How couldn't you finish such a easy task?
74,The Undeserved Ghost,Beat down those undeserved ghost so that their soul can be set free.,"People who puzzled by the No-eyebrow Junta can't be set free after death, and they became undeserved ghosts which gather around the relic. They are full of deep resentment. They attack anything getting close to them. The best chance is to beat them down so that they can be set free.",The undeserved ghosts are so pitiful. You should go to release their souls immediately.,You have to defeat them so as to release their soul.,Those dead villagers are finally set free...,How couldn't you finish such a easy task?
75,Strange Wildfire,Perish the neonatal wildfire.,"The wildfire wandering in the relic is apparition called by the head of the No-eyebrow Junta named Fire Taoist. They felt disappointed that they couldn't puzzle the common people, and then turned to call the apparition from another world. You should perish the wild fire when they are just new-born and haven't been given strong power.",Be careful. Don't let the wildfire become stronger.,Be careful. Don't let the wildfire become stronger.,So dangerous! The wildfire is hard to fight with. I really worried about you...,How couldn't you finish such a easy task?
76,Go Astray,"Perish the head of the No-eyebrow Junta, Fire Tao.","Fire Tao used to be the classmate of the Evil Tao Beard in Tiger Mountain Rattan Cave.  Originally, he wasn't very felonious.  But he listened to Evil Tao Beard's description of the Talisman, and practiced evil witchcraft.  At last he became monster and couldn't come back.  Our purpose this time is to kill the Fire Tao.  Let him falls into the metempsychosis to practice for his crime.",This day in the next year is the Fire Tao's festa-day.,The Fire Tao has fearful witchcraft. You should be careful. I think it will be safer if you ask more warriors to go with you.,"From now on, the No-eyebrow Junta disappears totally...",How couldn't you finish such a easy task?
77,Kindling on Bramble Hill,Looking for some firewood around here as kindling for Examinee Zhou,My road to go forward is blocked off by the exuberant bramble. I was thinking about how to clean the bramble. Would you please get some firewood to burn the bramble out?,There is much firewood mow around here. We don't need to worry about lack of withered grass.,"Luckily, firewood helped us. You should be hurry up.","Hehe, thank you for collecting so much firewood for me.",How couldn't you finish such a easy task?
78,Something Fallow in the Bramble,Perish the boas waking up in the bramble for Examinee Zhou,What I didn't think is that these boas hibernating in the bramble were waken up by the fire. Those boas are very fierce. We must perish them before they wake up completely.,Those boas just came to from dormancy. It's a good time to perish them.,I regret that the fire lightened by me made much trouble to you.,I just realize that you have such nimble skill.,How couldn't you finish such a easy task?
79,Poison Flies in the Backwater,Perish the Poison Flies on Bramble Hill for Shang Fenzi,"The Bramble Hill is very droughty. I planned to get some water to the low-lying place on the east, but was blocked be a group of Poison Flies. These poison flies live in such a droughty place, and are very fierce. I just got rid of them by being followed here. Please perish them for me.",The poisonous flies are very fierce. Be aware of them.,Are you all right? Just let them go if you can't deal with them.,"Fortunately I met you here, or I will be surrounded by the flies here.",How couldn't you finish such a easy task?
80,The Outpost of the Aborigines,Go to punish those aborigines who are in charge of sentry.,I found there are always some aborigines guarding out of the cave. They must be patrolling sentries. They are all wild people who insisted that I went there to steal something. I don't want to explain to them because they wouldn't listen to me. can you go to punish them for me?,You must give them a good lesson for me.,I want to have a rest here. I was so tried just now.  You should give them a lesson for me ,"Hehe, I saw some aborigines were beaten to scamper off like a frightened rat in a far distance.",How couldn't you finish such a easy task?
81,The Strongest Warrior,Go to fetch some feathers from the doughty aborigines to prove that you are strongest.,"Our tribe upholds people's power. Only strong person can be certificated and respected. If you can fetch some feathers from those doughty aborigines, we will admit that you are a real warrior.",Hehe.. go to prove your strength.,Why do you come to me? Do you want to tell me that you will give it up?,Ha ha! You have past our test. You are a real warrior. You deserved our respect.,How couldn't you finish such a easy task?
82,Consigned by the Presbyter,Get some wild mule's mane for the aborigines' presbyters.,"We haven't haven a brave person like you for a long time. Congratulations, my friend. I have something to request you to do. Don't worry. It won't be too difficult for you. Just go to fetch some mane from some little wild mules.",Those wild mules are gentle. But you may enrage them if you want to pull out their mane.,Did you meet some difficulties? Or you want to give it up?,The mane is ok. Thank you.,How couldn't you finish such a easy task?
83,Evil Tao He,Perish Evil Tao He who is hiding in the Crow Forest for the aborigines' presbyter.,"Though strangers may think the village is peaceful and mild, there actually is a Evil Taoist who is watching us all the time. He is called Evil Tao He, who and whose master wants to occupy our place. However, the Taoist has strong supernatural power, so I have to secretly request you to do it. You must keep this secret.",He isn't easy to deal with. You'd better ask more friends to go with you.,"You won't forget what I requested you to do, right?",Haha... I finally get rid of this evil. Thank you very much!,How couldn't you finish such a easy task?
84,Attacked by the Wild Mules,Help the Coward Aborigines to drive those little wild mules away.,"Two days ago, I was just picking some fruit at the place where they were having rest, but they chased me like they were mad. I had to run desperately back to the village...I have told you about this. Don't tell others... You know this will make me ashamed. Please help me. Those mules are awful! You must help me to drive them away or I can't go there to fetch fruits.","Good! Since you have promised me, I can set my heart at rest.",Are you ok? Just let them go if you can't defeat them. Just pretend nothing has happened,Haha... those stupid mules were driven away? Good! I won't be worried about going there to pick fruits.,How couldn't you finish such a easy task?
85,Wolves in the Cave,Help the aborigines' blacksmith to perish the wild wolves near the wild animas' cave.,There used to be much iron at west of the Crow Forest. But recently I found that place was occupied by a group of wild wolves. I can deal with two or three of them individually. But there are too many of them. Can you go to perish them for me? ,They are very fierce. You should be careful.,Did you meet some trouble? Or you want to give up?,It is ease for me to mine the iron without the wolves.,How couldn't you finish such a easy task?
86,The Legend of the Numen,Help the coward aborigines to do a investigation about the wolf numen.,"I... I... have to request you to do something... last night when I was walking outside the village, I found a wolf standing not far away and looked at me. I was scared when I saw its shadow because its tail was several times bigger than common wolf.. I'm not kidding! We have the legend about wolf numen... It was really unfortunate... why did I have such rough luck? ",The one who see wolf numen will have rough luck all of his life...,Did you see the wolf numen I said to you?,What? You mean what I saw that night wasn't wolf numen? It was because of the moonlight which shone on them...,How couldn't you finish such a easy task?
87,Meet Again,Help San Zi to drive those little Golden Macaque which are guarding him,I heard that my young master Yun Cong will come back to me very soon. Great! We haven't met each other for many years. I don't know how to expression the gladness in my heart since we can meet again here. But I'm watched by a group of  little Golden Macaque sent by my mother-in-law. If only you can drive them away for me.,You accept it so soon. Thank you!,How are the little Golden Macaque? Are they easy to deal with?,Haha! I am free now! I can meet with my young master.,How couldn't you finish such a easy task?
88,Strange Animal in Rattan Cave,Perish the head of Little Golden Macaque in Rattan Cave.,"Well... you can't understand my hardship. My wife and mother-in-law are fairy animals who are practicing now, and will soon become human beings. But the header of Little Golden Macaques is bewitched by the Evil Tao and became unsatisfied for them. I hope you can perish him for me when you see him. Then I can get rid of being controlled by the Evil Tao.",The whereabouts of the header is very secretive. You may have to spend some time to find him.,Did you meet some difficulties? Or you want to give it up?,He finally died. I get my freedom back.,How couldn't you finish such a easy task?
89,The Riverhead in the Forest,Help the aborigines to perish the crocodiles which polluted their waterhead. ,Our water is too feculent. The villagers often get some strange illness after drinking the feculent water in the well. This is caused by the crocodiles which occupied our clean waterhead. Can you help us to drive away those crocodiles so that we can have clean water again?,"The crocodiles are very atrocious. A few days ago, some villagers wanted to drive them away but were finally eaten by them. You should be careful.",Are the crocodiles hard to deal with as I told you?,Great! I can have clean water again.,How couldn't you finish such a easy task?
90,The Tiger King,Perish the Tiger King which guard the Evil Taoist.,"Did you meet a Coward in the village who talked about the wolf numen? The numen of mountain does exist but it's not a wolf but a tiger with spiritualism. It used to be the king of tigers on Tiger Mountain, but was controlled by the Evil Taoist. It is guarding the roads in Rattan Cave. You should be careful when you enter Rattan Cave. The Tiger King is still god. You shouldn't look down upon it.",The Tiger King is a numen. You shouldn't look down upon it.,Are you ok? Just let them go if you can't defeat them. Just pretend nothing has happened,At last the Tiger King died.,How couldn't you finish such a easy task?
91,Threaten from the Cold Weather,Help the Aborigines Merchant to hunt some coat of Wild Mules for the villagers to live through the winter.,"Dear sir, there are few coats in Crow Forest. The weather becomes colder and colder. Lots of weak aborigines can't live through the winter if they can't have enough coats. For the tribe's benefit, I hope you can hunt some Wild Mules for me, and get the coats from them.",Hurry up! I'm waiting for you here!,Why are you so slowly? Don't damage my business.,"Ha, I make a pile this time... you are so easy to be cheated..",How couldn't you finish such a easy task?
92,Wild Mule King,Accept the challenge from the Wild Mule King on behalf of Aborigines' Presbyter,It is our fault. The Wild Mule King became very angry because the aborigines hunt a great amount of Wild Mules. It initiated a challenge to us. It will lead all the mules to destroy Crow Forest if we refuse his challenge. I felt pained for this. I want to request you to defeat the King for us. I promise we will reduce the hunt to them.,Please... I don't want our village being destroyed because of this.,Why are you still here? Have you forgot what I requested you to do?,"Fortunately, you are here to clam down this clash. Thank you very much.",How couldn't you finish such a easy task?
93,Sagamore Black Ghost,"Defeat the master of Crow Forest, Sagamore Black Ghost to prove your strength","There is something troublesome which has been puzzling me all the time. The opponent is so strong that I couldn't find a suitable person to deal with him. Although you acted perfect in the last, but I decided to let you to defeat Sagamore Black Ghost to prove your strength. And then we'll see if you have enough competence. This is the only chance for you to prove yourself. You must cherish it.",There is still time for you to quit. You must have a clear consideration,There is still time for you to quit. You must have a clear consideration,"These years, only a few persons can be Sagamore Black Ghost's opponent. It is unbelievable that you can defeat him!",How couldn't you finish such a easy task?
94,The Headstream Aborigines,Consigned by the aborigines' presbyter to go to Rattan Cave to perish the aborigines' officers.,"There are some officers live in Rattan Cave in Headstream Village, who are unsatisfied with the Sagamore Black Ghost  succession. They ran out and accept the protection from the Evil Taoist after failed in rebellion. Crow Forest must have a new master if Sagamore Black Ghost was not respected by the aborigines. For the sake of our village's security, you must go to Rattan Cave to perish those officers.",We must catch the ball before the bound who strikes first prevails.,Why are you still here? Have you forgot what I requested you to do?,Great! We won't be annoyed by those officers any more.,How couldn't you finish such a easy task?
95,Brothers,Help the little Taoist to perish the Little Tigers. They are on Wild Mule Slope.,I'm Evil Taoist's Prentice. I know I did some bad things before. But what I didn't think is that my master caught my brother to enhance his Talisman. Those little tigers are his accomplice and also his pet. Can you perish them for me?,I want to use these little tigers as the sacrifice for my younger brother.,Thank you for helping me. Why are you still here? Do you have any trouble?,"Thanks. Evil Taoist, I'll kill you.",How couldn't you finish such a easy task?
96,Release the Fairy Animals,Help the golden macaque to get some forbidden symbol from the Tree Man.,I intended to walk round here but was found by the Evil Taoist. He used evil witchcraft on me to fix me here. Only the forbidden symbol on the Tree Man can release me. Can you go to get some of them for me?,I have been fixing here for so long time and finally I met a passerby.,Could you be hurry? My legs begin to lose their consciousness.,I have stand too long to walk immediately. You can go to do you own business. Thank you.,How couldn't you finish such a easy task?
97,Quirky Squad,Perish the Tree Men around here in order to break the Evil Taoist's Squad.,"The altar arranged in the forest by the Evil Taoist has strange squad to enhance Talisman, which is driven by the Tree Men in the forest. The Tree Man should be first beaten down if we want to break the squad.",The Tree Men are the key of the squad.,How is it? I think you need to kill more Tree Men.,The Evil Taoist's Squad was broken at last. But he must have been conscious of your arrival. You should be more careful from now on.,How couldn't you finish such a easy task?
98,Ancient City Evil Ghost,Defeat those Evil Ghosts in the ancient city to release their soul.,"The other end of Rattan Cave is an ancient city, which has dilapidated for a long time. Now the Evil Taoist inhabits there and absorbs the soul of the aborigines which died in the battle. They made them become the evil ghosts in the castle. Actually, these ghosts are very anguished because they don't want to work for the Taoist but are controlled by his high witchcraft. They can only be released after being killed.",Be very careful. The evil ghosts are very fierce.,Why are you still here? Have you forgot what I requested you to do?,Why are you still here? Have you forgot what I requested you to do?,How couldn't you finish such a easy task?
99,The Evil Taoist's Guly Witchcraft,Perish the Evil Tao Beard for the little Taoist.,I went too late...my younger brother left me forever! The Evil Taoist is practicing evil witchcraft in Rattan Cave. I'm not his opponent because of my low gest. I will be very grateful to you if you can help me.,Evil Tao Beard's evil witchcraft is very strong. I think you should ask someone to go with you.,Why are you still here? Have you forgot what I requested you to do?,I revenge for my younger brother at last! Thank you. I went astray before. I feel so compunctious now. I hope I still have the chance to be a good man.,How couldn't you finish such a easy task?
100,Warrior on Tiger Mountain,Perish those wild animals to show your strength to the aborigine guards. ,"At the southwest of the Crow Forest, there are two dens where the wild wolves and little golden macaques live. Ordinary aborigines dare not to go there. Some craven aborigines even discuss that the wolf numen lives there. If you have courage, go to hunt and kill those wild animals.",Many people just talk tall. Few of them can finish the task.,Why are you still here? Have you forgot you will show something to me?,Good! Seems it's my fault that I thought poorly of you at the beginning.,How couldn't you finish such a easy task?
101,Kindness,The vipers in the bamboos become more and more furious. The Panda even attacked by them. He wants your to beat down the aberrance bamboo snakes in order to get the blood serum to cure himself.,"$username$, it's all because I like eating the fresh bamboos here. Please help me. I was poisoned and can't move now. please get some blood serum from the aberrance bamboo snakes. Thanks!",The toxin in my body can be released only when you get the blood serum from the aberrance bamboo snakes,Did you find the blood serum?,The blood serum finally come!,Haven't you found it? I can't stand any more.
102,Perish the Huge Snake,"In order to help the Panda, please perish the snakes completely. Beat down the Green Bamboo Snake King and its guards.","$username$, something strange happened on the animals on Cloud Mountain. They became very irascible. I am worried that some passers-by will be attacked. But I still need some time to cure my injury. I wander if you can go to help me to beat down the Green Bamboo Snake King and its guards, and clean the roads in the Bamboo Forest of Cloud Mountain to protect the passers-by. ","The Green Bamboo Snake King is more fierce than other snakes, please be careful",It will be easier if your perish the snake guard around.,"$username$, such a good person like you will finally become the celestial being. I have something for you. Please take care of him. Although it is still very small and have just a little ability, but if you can treat him well, you will find his advantage in the future.",Are you ok? There will be no person talk with you if I die.
103,Send Letter to the Nunnery ,Help the Panda to send the letter to White Cloud Master in the White Nunnery to tell her that something strange happened in the mountain.,"According to what the snakes have done, it must be a organized action. There must be someone behind them to incite them. In the bamboo forest, there is a White Nunnery. The White Cloud Master know the history well. Help me to take a message to her to tell her that something strange happened in the mountain. Ask her to save the animals in the mountain.",Be quick! Don't worry about me. I can still stand by.,The nunnery is near the cliff. It's not far from here.,"The Panda asked you to send me the message? It seems very bad. Fortunately he is ok. The Panda has a very deep relationship with our celestial beings. You will now it in the future. I have notice those aberrance, but I didn't know it grew so quickly.",You can't send the letter? How disappointed I am.
104,Avoid the Evil in the Nunnery,White Cloud Master asked the celestial beings to find the aberrance in the mountain. They need to hunt some bamboo snakes to get conjuration. ,"$username$, I will use a kind of witchcraft which means my soul will go out of my body to see the aberrance in the mountain. But the nunnery will have no one to protect it then. I worry that some evil spirit will attack us. Would you like to do me a favor?  ","I need to put some protecting conjuration around the nunnery. And you should help me to hunt some bamboo-snakes to get back the conjuration I put on them. These bamboo-snakes are different from those which are aberrant. They are in the different places too. These conjurations are not very powerful when they were just wrote down. I put them on the bamboo-snakes to release their fierce temper, and can also use them as tools to practice these conjurations.",The bamboo snakes are at the edge of the Bamboo Forest. You can see them after you go out of here.,Have you get back all the conjurations? I will go to put the conjurations. I also have some news from the Wounded Camp. Please go there to help the Apothecary. ,Haven't you finished it?  Please be quick!
105,Heal the Wounded,Help Apothecary  in the camp to get the body fluid from the Servant of Snake Head in order to make the syrup to cure the injured villagers,"Is it White Cloud Master who asked you to help us? Lots of injured villagers are sent here. The syrup is far from enough. $username$, please go to collect some medicine materials.",We are the villagers who live in Serene Village. Some Servant of Snake Head appeared suddenly and attacked many villagers. Only the body fluid from Servant of Snake Head can cure them.,Go west from here is Serene Village. The Servant of Snake Head have occupied the village and destroyed it. You should be careful.,"Have you collected enough body fluid?  Oh, probably we need root out all of them.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
106,Weaken the Snake Captor,We must exterminate the Snake if we want to recapture our homestead. The Apothecary asked you to perish the Snake Captor.,"The villagers' injuries turn well gradually. But they are still not strong enough to recapture their homestead. These Snake Captor are so strong that the youth in the village are not their opponents. $username$, please go to finish the task.",Serene Village became the den of the Snake Monster after being attacked. The Snake Captor are in the village. You can find them after you steer clear of the Servant of Snake Head. ,You can have a rest if you can't go on.,Now the Snake Monster should be beaten badly. You should make persistent effort.,"Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
107,Elite Snake Head,The Elite Snake Head is in the Cloud Mountain. Let's go to destroy them!,"Since we have found their Elite Snake Head, we should perish them in one time and get our village back to rebuild it.",This battle is very important. We can get our village back only after we perish the Elite Snake Head of the Snake Monsters.,Be careful of the Elite Snake Head.,"The Elite Snake Head are perished. $username$, thanks very much. Here is your reward.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
108,Flying Centipede,Kill the Flying Centipedes on the Centipede Mountain to help the Followers of Master Can.,"$username$, I found the aberrance came from the Snake Cave in the Cloud Mountain. We have to rely on Master Can's celestial centipede. The master went to wander a few days ago. The boy who is guarding the centipede let it run. It ran onto the Centipede Mountain and the Guarding Boy now is chasing by the Flying Centipedes. Go to perish the flying centipede immediately.",Centipede Mountain is at Southeast of here.,Go ahead! We will have a big trouble if we can get the Immortal Centipede.,Ah! White Cloud Master asked you to help us? Thank you. I can have a rest now.,"Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
109,Snake Bandit General,Kill the Snake Bandit General and it's guard in Cloud Mountain.,"It's the most important time for us to rebuild out hometown, $username$ please help us kill Snake Bandit General and it's guards.","There are many guard around Snake Bandit General, ","If you meet any problem, you can take a break here.","Snake Bandit General has been eliminated, it's time for us to rebuild our hometown.  $username$, here is your reward from all our villagers.  And White Cloud Master leave you a message, please go visit her after you finished the things here.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
110,The Prayer Beads,"Beat down the Fatal Centipedes, and help the Prentice of Master Can to collect the fragments of the prayer beads which is blessed by Buddha.","$username$, the prayer beads which is use for suppress the Immortal Centipede was stolen by the Fatal centipede because of my neglect. So, the Immortal Centipede ran away, and was regarded as their king by the centipedes on Centipede Mountain. If we want to suppress the Immortal Centipede again, we have to find the Fatal Centipedes and get back the prayer beads.","Those Fatal centipedes don't know how to use the prayer beads, and they won't cherish it either. Even if they have broken the beads, you should get back the fragments.","Hurry up, help me get back the Prayer Beads.","The Fatal Centipede broke the beads! I will be punished by the master even if I can piece them together. I have to ask you to help me. But the task you will take later need you to spend more energy. So, please go to near place to have a practice.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
111,Perish the Poison Mushroom,Some mushrooms in the cave are polluted. Go to find the polluted mushroom to get their spores.,I have been waiting for so long time and finally someone came. The cave is polluted by some evil power. Lots of my companions became evil because they are polluted. Help me to find other polluted mushroom and collect their spores. Those spores may have some memory of my companions when they haven't been polluted. I can find out what happened on them through their memory. Than I have chance to clean the cave ,I must know the truth of the pollution. Please help me.,Haven't get the spores yet? I don't think I can stand by for a long time.,I can start to research the memory from my companions. Thank you!,"Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
112,Immortal Centipede,Face down the Immortal Centipede.,"It seems you have the ability to face down the Immortal Centipede. As we have got back the prayer beads( although just fragments), the Immortal Centipede has became less aggressive than before. But there must be a hard fighting against it if we want to subdue it. My witchcraft is poor so I can't be competent for it. $username$, would you like to have a try?","The Immortal Centipede has been a Prentice of Master Can for a long time, and learn much from him, you should be careful.",Go quick and come back quick! You'd better finish it before the master comes back.,"I made such a big trouble. Fortunately you helped me to solve it. Thank you very much. If you have no other things to do, you can go to find White Cloud Master and do a research on the Snake Monster.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
113,Evil Poison Mushroom,The pollution is caused by the polluted poison mushroom. It is near the swag in the cave at north east of here. Please help me to perish it.,"I have made clean that all of these are caused by the polluted poison mushroom. I knew the reason through the spores from my companions who are cruelly killed. Now it's time for us to revenge for them. $username$, please help us!",The cave is full of danger. You must be careful.,The polluted mushrooms are bigger than others because they absorbed others' energy. It's easy to identify them.,Great! The cave can restore what it used to be after you perish it.,"Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
114,Mysterious Altar,Collect the Snakeman's blood and give it to the witch who is responsible for the altar.,"$username$, I once use witchcraft to go to the Snake Cave on Cloud Mountain. There is a altar on the mountaintop which is occupied by the snakeman. The statuary, which is daubed with snake's blood, spreads evil breath. It must be the joss the snakeman used for fete. Please collect more blood and ask the witch in the altar to help you and see what will happen. The witch is blind so she can't distinguish ordinary persons and snakeman. So, you can just talk to her.","The blood will drop from the monsters around there, please collect it.",We can start as soon as we have enough snake blood. Hehehe...(laughs the witch),I smell some flavour like some strangers. I feel something abnormal.,"Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
115,Ancient Statuary,Startup the Snake Demon statuary.,"(The witch makes speculate laughter, and shouts loudly :) We have got enough snake blood and the ceremony can begin. Do you see the symbol on the statuary? Touch it, and then receive our Snake Demon!",Touch the symbol and the Snake Demon will come.,The Snake Demon will come every one period to train us. Any one who pass the training will have the chance to become the it's favorite.,"It seems you have passed the God's training, good! Good!","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
116,The Wafting Ghost Fire,"Look for the Ghost Fire wandering in the Cacodaemon stockade, and collect the fragment in their bodies to release the immured ghosts.","I and the Thousand Year Snake Demon used to be a happy couple. My wife was changed to a snake by the evil Taoist when I was out for business. The evil Taoist confused my wife with witchcraft and asked her to kill much innocence. Moreover, he immured me and makes me suffer from the torment in the form of a ghost. Please help me to collect the fragment of the witchcraft to release me.","There are lots of monsters wandering around the cemetery. Good friend, please be careful.",What I want is just to get rid of the suffering and go back to the metempsychosis.,"Thank you. Many people want to have a long life, while I just need fade ordinary life for decades of years. But I can't even reach this small expectation.","Although I ask you to be careful for everything, but it doesn't mean you should be so slowly!"
117,The Aberrance on Cloud Mountain,"Perish the Ghost Wind Tao, exterminate Vampire Ghost.","Good person, although I'm released now, but the anathema planted by the Ghost Wind Tao blocked me from reincarnation. You must beat down the Ghost Wind Tao if you want to release the witchcraft on me. And before this, you have to perish his Vampire Ghost.",The Vampire Ghosts gather in the Cacodaemon stockade. They are very ugly and only have one head.,"The Vampire Ghosts move very fast, good person, you must be careful.","Good person, I can just render back your kindness in my next life. I hope my wife will get rid of the Ghost Wind Tao.",Haven't you finished it? I can't stand any more.
118,The Wandering Bitter Elf,The apothecary in the camp tells the situation that the Bitter Elf is wandering all around the  Cacodaemon stockade. You must perish them first if you want to know the secret there.,"$username$, I passed the  Cacodaemon stockade which is at west of Serene Village before the Spring Festival when I was picking the herbal medicine. I found there were lots of Bitter Elf wandering all around. You must perish them first if you want to know the secret there.","Although the Snakeman is not the threaten, but you should pay special attention to the ghosts near there.","These Bitter Elf die for a wrong. And they can close their eyes in death, so they are wandering in the world.","These Bitter Elf die for a wrong. And they can close their eyes in death, so they are wandering in the world.",Haven't you finished it? I can't stand any more.
119,Kill the Ghost Wind Tao,Beat down the Ghost Wind Tao Split Body in the Cacodaemon Stockade to release the immured spirits.,"When the Ghost Wind Tao's heelers are killed, it likes he lost his left and right hands.  But he has great power because of his ten-thousand-year supernatural exercise. I don't think you can be his opponent only by yourself. You'd better ask some companions come with you.",Be careful,"Be careful, good man.","Good man, I don't know how to thank you. I can just render back your kindness in my next life.",Haven't you finished it? I can't stand any more.
